loanId,borrowerId,loanType,loanPurpose,originationDate,maturityDate,originalPrincipal,currentBalance,interestRate,termMonths,paymentAmount,paymentStatus,daysPastDue,lastPaymentDate,borrowerState,borrowerZip,creditScore,creditGrade,employmentLength,incomeBand,appraisedValue,servicerId,servicerName,lastUpdatedAt,documentStatus,sourceSystem,verificationStatus,version,recordHash
LN-000206,B-00179,PERSONAL,Purchase,2024-10-13,2054-10-13,660500.00,445039.82,3.9660,360,3140.40,CURRENT,0,2026-06-01,CA,41961,,A,10+ years,150-250k,1002000.00,SVC-06,SVC-06 Servicing LLC,2026-07-10T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,f6369b8ef0e8a0dfc0ca7fd58d2bbc4a209b77174bfbfac537026d630ac5e382
LN-000207,B-00330,HELOC,Purchase,2023-06-10,2030-10-06,84000.00,79485.69,7.6460,84,1294.48,DELINQUENT,30,2026-07-11,MI,84182,640,A,3 years,<50k,107000.00,SVC-01,SVC-01 Servicing LLC,2026-07-23T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,612144c1bf06eb57fb29b702a40b13fa0893a8ec531eb5ab43a6f7b0094ddd65
LN-000208,B-00400,PERSONAL,Home improvement,2020-05-19,2050-05-19,828500.00,491145.04,4.2200,360,4061.18,CURRENT,0,2026-06-16,,76209,618,B-,1 year,250k+,1322000.00,SVC-02,SVC-02 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,cfb9a0bc3b569cf49e05eb99029a9b8a811556c91ad7843697bd4c5490e183df
LN-000209,B-00049,HELOC,Purchase,2022-12-12,2052-12-12,280500.00,217402.31,5.9860,360,1679.22,CURRENT,0,2026-06-23,FL,09356,677,C,5 years,100-150k,344000.00,SVC-06,SVC-06 Servicing LLC,2026-07-31T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,25cd61689cf81c06426f29c5571854b9e5ab0f025b4f8115a457899293ff7601
LN-000210,B-00307,ARM,Refinance,2016-09-18,2021-09-18,572000.00,374143.61,3.8920,60,10506.40,CURRENT,0,2026-06-06,NC,12494,,B+,3 years,150-250k,774000.00,SVC-03,SVC-03 Servicing LLC,2026-07-13T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,db196e3682a6794b07ca82d2118a9b143ca9097ceef28bbb74a1eab15c85379e
LN-000211,B-00031,ARM,Cash-out refi,2022-06-08,2029-06-08,688500.00,360773.77,4.5380,84,9582.43,CURRENT,0,2026-07-05,VA,75530,793,B+,7 years,50-75k,867000.00,SVC-05,SVC-05 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,28b2b31c28f0caabba191851cc8d35a1136706f9c62c6bd8f9613172265d23a4
LN-000212,B-00324,AUTO,Debt consolidation,2054-11-14,2024-11-14,213500.00,137639.87,6.5720,360,1359.59,CURRENT,0,2026-06-15,IN,85996,721,C+,5 years,75-100k,318000.00,SVC-05,SVC-05 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,BLACKKNIGHT,REJECTED,1,025239259aa871660922478377b2258dcdece4eb08665f3c1b808c3eff4f8990
LN-000213,B-00413,FIXED,Purchase,2015-10-07,2022-10-07,62500.00,43470.31,7.9080,84,971.28,CURRENT,0,2026-06-12,TN,26815,710,B-,5 years,<50k,72000.00,SVC-04,SVC-04 Servicing LLC,2026-07-16T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,f82ffda2a9bcc13ac280d85d30a57ab2937a8ecb5b0c111c1211a8932e8575c7
LN-000214,B-00161,FIXED,Refinance,,2033-11-21,356000.00,263242.38,5.3260,120,3832.91,CURRENT,0,2026-07-20,GA,60775,,B,1 year,150-250k,554000.00,SVC-06,SVC-06 Servicing LLC,2026-07-24T00:00:00.000Z,COMPLETE,BLACKKNIGHT,REJECTED,1,7e5b76ef9bda6ef643d69c2239ba8140d581954fb3e47404302b4c54d8b33d35
LN-000215,B-00063,HELOC,Cash-out refi,2016-04-18,2031-04-18,841500.00,718193.63,6.0890,180,7141.58,CURRENT,0,2026-07-09,AZ,08302,625,B-,3 years,50-75k,1337000.00,SVC-01,SVC-01 Servicing LLC,2026-07-18T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,b5d355c1aef699e01912872cfb118e21b3da454cd820a4bac6d4d08dd3132f97
LN-000216,B-00174,ARM,Cash-out refi,2020-09-10,2050-09-10,60000.00,50834.16,5.4560,360,339.02,CURRENT,0,2026-06-19,WA,69164,767,A-,7 years,75-100k,74000.00,SVC-01,SVC-01 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,05ca52babf28f0b0b7846294fa7be5b284394e5fe6dba5c5d0cdabfbe9f6316f
LN-000217,B-00055,AUTO,Cash-out refi,2024-10-27,2039-10-27,330500.00,221244.36,5.8420,180,2760.81,DELINQUENT,45,2026-06-05,MD,06079,658,A-,3 years,150-250k,381000.00,SVC-02,SVC-02 Servicing LLC,2026-07-13T00:00:00.000Z,COMPLETE,LEGACY-AS400,REJECTED,2,db5524af0931f0c030179a55f3da9692761c09c4d28d7388af4f5a2d385c6861
LN-000218,B-00044,ARM,Debt consolidation,2024-04-28,2054-04-28,795000.00,736431.43,8.1010,360,5889.50,CURRENT,0,2026-05-30,IN,13351,,C,2 years,150-250k,1097000.00,SVC-01,SVC-01 Servicing LLC,2026-07-13T00:00:00.000Z,PARTIAL,LEGACY-AS400,VERIFIED,1,5d2aef5f31d7a8063a1a7407c2291ecfb57fdaa75e66cdf6ea1e4a97089e689c
LN-000219,B-00343,AUTO,Debt consolidation,2016-02-23,2046-02-23,553000.00,379385.26,5.9870,360,3310.89,CURRENT,0,2026-07-08,MO,77063,766,B-,3 years,150-250k,781000.00,SVC-03,SVC-03 Servicing LLC,2026-07-23T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,2953381c3d2846832c0443e28a088de734cd9878fb11f7313f1c98fd4d1f4d77
LN-000220,B-00300,AUTO,Debt consolidation,2023-12-18,2033-12-18,279000.00,126340.05,7.6380,120,3331.91,CURRENT,0,2026-06-18,TX,71113,728,C,1 year,<50k,404000.00,SVC-01,SVC-01 Servicing LLC,2026-07-15T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,3b6ff49a28f624ed515e71dbd6c39d75587fb744877d8f0a92ab2225d9d7d713
LN-000221,B-00284,FIXED,Purchase,2023-04-06,2053-06-04,843000.00,686321.78,7.9150,360,6135.76,CURRENT,0,2026-06-21,FL,10658,624,B-,3 years,250k+,957000.00,SVC-04,SVC-04 Servicing LLC,2026-07-19T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,32c2ad26a173ff2838cc86ad8975e4f3ccfb998733f7bf558102e2d212d51f1a
LN-000222,B-00327,FIXED,Debt consolidation,2023-06-11,2053-06-11,839500.00,778311.14,7.4480,360,5840.04,CURRENT,0,2026-07-11,NC,78947,,C,1 year,<50k,1310000.00,OLD-SVC,OLD-SVC Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,b99b65fbc241da609432db5b08b54f791d7fbce64e0e4f82f6cd1d2531df6532
LN-000223,B-00134,FIXED,Cash-out refi,2022-05-27,2052-05-27,123500.00,61876.57,6.8530,360,809.49,CURRENT,0,2026-06-28,IL,07688,653,C+,< 1 year,150-250k,147000.00,SVC-05,SVC-05 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,d442fe4877c41c6b46fc12c3531e046644b3b2157699c86ecefe53d0a0f26b3b
LN-000224,B-00071,FIXED,Debt consolidation,2020-08-07,2050-08-07,488500.00,238737.49,6.0450,360,2942.95,CURRENT,0,2026-07-16,MO,77584,772,B,7 years,50-75k,622000.00,SVC-05,SVC-05 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,b22e46586fd44b8ed6c8261e13508060f0acc9a3fe7db59d0bf0e4086483c4f8
LN-000225,B-00265,AUTO,Debt consolidation,2021-09-26,2026-09-26,258500.00,142962.66,6.6140,60,5071.66,CURRENT,0,2026-06-20,OH,94666,593,A,3 years,75-100k,378000.00,SVC-06,SVC-06 Servicing LLC,2026-07-15T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,f4285026a2e85909080887ea95afffe8dfaeb5d870676e97decd05029df8e8df
LN-000226,B-00072,AUTO,Home improvement,2021-06-13,2028-06-13,755500.00,697301.54,5.6420,84,10907.56,CURRENT,0,2026-07-07,IL,06535,,A,< 1 year,250k+,1102000.00,SVC-04,SVC-04 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,38cc17d85ae932c078afba64cdec31c73c5a6a2b0139cf49232357ee38e6de49
LN-000227,B-00174,ARM,Debt consolidation,2023-12-27,2053-12-27,493500.00,448298.89,6.7390,360,3197.22,CURRENT,0,2026-06-26,PA,10424,802,B+,10+ years,75-100k,614000.00,SVC-06,SVC-06 Servicing LLC,2026-07-31T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,31eb0cbf28b6ec81d6dcc2ed07e8735ea59fd105b85bc6377577bb8ce39aa6ea
LN-000228,B-00410,ARM,Cash-out refi,2016-02-24,2046-02-24,504000.00,355958.62,5.3230,360,2805.94,CURRENT,0,2026-06-08,VA,27550,662,C+,5 years,<50k,699000.00,SVC-03,SVC-03 Servicing LLC,2026-07-16T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,2,b49e632a5224365f02e556d6a30edea08ee0f3d7573e5e19b52a0706e3700a3d
LN-000229,B-00333,ARM,Cash-out refi,2017-01-10,2047-01-10,301500.00,258470.17,6.6050,360,1926.55,DELINQUENT,120,2026-06-05,WI,69521,777,B,2 years,100-150k,382000.00,SVC-03,SVC-03 Servicing LLC,2026-07-06T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,2,67bc3fae784b3f69cae8f540c7d26837b34e8436e94d5c31e1dbe553e64034f6
LN-000230,B-00312,AUTO,Cash-out refi,2017-08-19,2037-08-19,336000.00,302862.02,5.0200,240,2221.17,CURRENT,0,2026-07-20,WI,91552,,A,10+ years,250k+,440000.00,SVC-01,SVC-01 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,424283987a34ad242ebe4f797e148c03039cd753d900a0dda42114bc7fb95364
LN-000231,B-00031,ARM,Cash-out refi,2016-11-16,2046-11-16,194500.00,173870.69,6.4920,360,1228.35,CURRENT,0,2026-06-07,GA,20170,722,A,2 years,<50k,266000.00,SVC-02,SVC-02 Servicing LLC,2026-07-11T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,7204fa3ed15e1c37664553450093967dc4e2185f600a89bef277dfa463e912e4
LN-000232,B-00305,ARM,Cash-out refi,2015-08-09,2045-08-09,153000.00,107521.78,3.9570,360,726.66,CURRENT,0,2026-06-13,TN,93270,671,B+,1 year,50-75k,190000.00,SVC-05,SVC-05 Servicing LLC,2026-07-09T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,5d516c5f616b55c397530e2fce199b7bae42ead9e4cc4e0d5cb3385c25c4883c
LN-000233,B-00093,PERSONAL,Purchase,2023-06-10,2043-06-10,480500.00,384021.66,5.1770,240,3218.26,CURRENT,0,2026-07-03,GA,59744,800,B-,10+ years,75-100k,533000.00,SVC-03,SVC-03 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,888dd8de811b98a0e835448185a4b2df243b67a244d056a4b2358d8dd99250f8
LN-000234,B-00011,PERSONAL,Cash-out refi,1900-01-01,2054-10-14,136500.00,103294.33,4.4710,360,689.28,CURRENT,0,2026-05-30,NY,61127,,B,1 year,150-250k,162000.00,SVC-04,SVC-04 Servicing LLC,2026-07-10T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,3d621ec8479c65a7e49ab01077fda7f298b5bc1b38115e96f55f614f32904f0c
LN-000235,B-00137,FIXED,Refinance,2021-05-05,2051-05-05,86000.00,65702.71,4.4440,360,432.89,CURRENT,0,2026-06-21,FL,46892,748,B+,7 years,150-250k,122000.00,SVC-02,SVC-02 Servicing LLC,2026-07-10T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,bf549bd71850e2d8242f2a0f570794ff4dd47e9942f4bb16ccddd31b0f636c5f
LN-000236,B-00443,PERSONAL,Debt consolidation,2024-03-13,2034-03-13,421500.00,0.00,7.0200,120,4898.32,PAID_OFF,75,2026-06-24,CA,19181,701,B,5 years,250k+,673000.00,SVC-02,SVC-02 Servicing LLC,2026-07-30T00:00:00.000Z,MISSING,SHAWBROOK,REJECTED,3,f6e24aa0549cf559254dc8ad489697f62cb22ff2d603c183f87c90cb603db677
LN-000237,B-00031,FIXED,Home improvement,2015-02-21,2022-02-21,722000.00,590562.54,7.7030,84,11146.71,CURRENT,0,2026-06-29,FL,54847,728,C,10+ years,50-75k,939000.00,SVC-03,SVC-03 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,06e33ecab93125bf94a2e32f4db364d04356550bbfe622974899a16d7d9607d6
LN-000238,B-00140,HELOC,Debt consolidation,2024-08-19,2044-08-19,122500.00,69583.29,7.2200,240,965.99,CURRENT,0,2026-06-28,MA,61477,,B-,3 years,50-75k,154000.00,SVC-03,SVC-03 Servicing LLC,2026-07-29T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,a47d0a8a83d143fc7e7e006c86826d95d04bd2bbaabd8c807f49971965a48821
LN-000239,B-00054,ARM,Cash-out refi,2022-10-03,2032-10-03,670000.00,401109.69,5.6670,120,7326.83,CURRENT,0,2026-07-01,VA,82401,764,A-,< 1 year,150-250k,828000.00,SVC-05,SVC-05 Servicing LLC,2026-07-14T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,e7ca927569b091b4eb2cf047d134985ee8d84357ce7c9e088202213563f7328e
LN-000240,B-00363,AUTO,Refinance,2021-12-21,2051-12-21,733000.00,441435.53,5.9250,360,4359.42,CURRENT,0,2026-06-30,MD,56222,668,C+,5 years,150-250k,923000.00,SVC-05,SVC-05 Servicing LLC,2026-07-31T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,63e613bd81b06985660dcf4889bd00ce048dc0835e76d5b939e0a8676f2c4317
LN-000241,B-00210,FIXED,Debt consolidation,2018-09-22,2048-09-22,719500.00,381704.26,6.3740,360,4488.27,CURRENT,0,2025-09-12,,05150,754,C+,1 year,<50k,1034000.00,SVC-01,SVC-01 Servicing LLC,2025-10-25T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,465154421d9f56f993962a57752fafcc42fd0b089b17fbf24179b998dea0a9fa
LN-000242,B-00279,ARM,Purchase,2022-09-20,2052-09-20,722500.00,421738.56,7.9810,360,5291.88,CURRENT,0,2026-06-09,WI,23548,,A,3 years,<50k,825000.00,SVC-01,SVC-01 Servicing LLC,2026-07-13T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,030127b417b69caa6d6ece4531ff476c17b52dd7671789f8107bfcdc930dddd3
LN-000243,B-00400,FIXED,Home improvement,2022-08-14,2052-08-14,148000.00,80111.73,5.1280,360,806.11,CURRENT,0,2026-07-06,WA,07796,900,B-,5 years,250k+,189000.00,SVC-03,SVC-03 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,SHAWBROOK,REJECTED,1,ea8d81933380765d5878eccfd324f513d06b0d883cce0135c1281d921aba12db
LN-000244,B-00457,FIXED,Purchase,2019-02-16,2039-02-16,694000.00,499535.50,5.1600,240,4641.66,CURRENT,0,2026-06-20,IL,95858,740,B-,3 years,75-100k,857000.00,SVC-03,SVC-03 Servicing LLC,2026-07-13T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,05bca1b7c3a8c417e2c79134c1ab9f90afefd5f4ffb515726c68e3899c394766
LN-000245,B-00198,PERSONAL,Cash-out refi,2016-06-02,2046-06-02,749500.00,609020.65,3.8440,360,3511.15,CURRENT,0,2026-06-22,MA,22746,770,B+,2 years,50-75k,876000.00,SVC-05,SVC-05 Servicing LLC,2026-07-06T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,3d2629ea2b0bd1394d37e1afc4fb076251c0151a1ed4d7e67f17340e26f28c31
LN-000246,B-00442,HELOC,Refinance,2022-01-08,2032-01-08,733500.00,434860.89,7.1980,120,8591.60,CURRENT,0,2026-06-30,OH,40172,,A,5 years,100-150k,940000.00,SVC-06,SVC-06 Servicing LLC,2026-07-13T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,2f01ff3751d45b4f632b400eca5e4a9386105fdcdcbb144d96e05c549f5da371
LN-000247,B-00437,FIXED,Debt consolidation,2017-07-04,2032-07-04,704500.00,578595.50,19.7500,180,12243.19,CURRENT,0,2026-06-08,MI,63188,728,B-,7 years,50-75k,1123000.00,SVC-05,SVC-05 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,2,807bb3f2a40b9cb31e2407141e4d5cea3ec87a00a4efb23a6dbb290020d90db1
LN-000248,B-00301,ARM,Cash-out refi,2023-11-07,2030-11-07,93000.00,84090.57,5.5760,84,1339.77,CURRENT,0,2026-07-01,MI,33856,744,B+,2 years,50-75k,117000.00,SVC-06,SVC-06 Servicing LLC,2026-07-21T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,c42754b7f3caaa0b77047f4bc0c095c380debd1d177266a8cc3175501ea03df1
LN-000249,B-00180,PERSONAL,Debt consolidation,2022-08-18,2027-08-18,332000.00,229219.41,8.0340,60,6737.17,CURRENT,0,2026-07-10,VA,82668,643,C,2 years,150-250k,390000.00,SVC-03,SVC-03 Servicing LLC,2026-07-15T00:00:00.000Z,PARTIAL,BLACKKNIGHT,VERIFIED,1,a6815d829427e7297467ca3b0a6c19df4f47ac88e5c00b290ab1078895fd1525
LN-000250,B-00335,FIXED,Refinance,2022-03-15,2052-03-15,152000.00,82485.75,4.4870,360,768.99,DELINQUENT,30,2026-06-08,WI,66390,,C+,3 years,75-100k,242000.00,SVC-04,SVC-04 Servicing LLC,2026-07-06T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,65df9d77f704da793482c44f04128739b0aa0dbd1085fc2ed6fccd302d949593
LN-000251,B-00041,AUTO,Refinance,2021-07-20,2031-07-20,314500.00,190911.39,4.2900,120,3227.69,CURRENT,0,2026-06-27,NJ,16415,678,B+,10+ years,150-250k,478000.00,SVC-04,SVC-04 Servicing LLC,2026-07-23T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,5d8c8d2b409a006daef1aaf9096d54c4393360a0e823c3ab30baaec79af5bdfa
LN-000252,B-00424,AUTO,Debt consolidation,2022-03-07,2042-03-07,50500.00,34499.68,6.5050,240,376.66,CURRENT,0,2026-07-16,MA,97885,597,B-,5 years,75-100k,58000.00,SVC-02,SVC-02 Servicing LLC,2026-07-22T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,23391dffa1e6688f7f3108fe7226160cd5bf8eec618520d62cd34f4fdde4d6c1
LN-000253,B-00096,AUTO,Refinance,2018-08-10,2025-08-10,166000.00,128431.93,3.8320,84,2256.21,CURRENT,0,2026-07-02,NY,72923,757,A-,2 years,150-250k,183000.00,SVC-04,SVC-04 Servicing LLC,2026-07-14T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,2,83cd62fac2fa9d42dedbc527dcb02d8f9cb224b3e7a705e3939b63b6884fc6c6
LN-000254,B-00206,AUTO,Debt consolidation,2016-03-16,2046-03-16,569000.00,318786.16,7.2300,360,3873.87,CURRENT,0,2026-07-09,PA,63231,,B+,3 years,100-150k,663000.00,SVC-01,SVC-01 Servicing LLC,2026-07-10T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,2,d2bcdad6124378cb03ac8f37cf5ef3fb1674315e2ddde059bc6453f73b87e1e6
LN-000255,B-00285,HELOC,Refinance,,2052-03-22,326500.00,255413.28,7.2350,360,2223.98,CURRENT,30,2026-06-23,NC,98044,764,C+,2 years,100-150k,440000.00,SVC-06,SVC-06 Servicing LLC,2026-07-23T00:00:00.000Z,COMPLETE,BLACKKNIGHT,REJECTED,1,799b38f4e7268063db965538038db9fc03588dc58164bdca8edf4cd7940736d9
LN-000256,B-00022,FIXED,Cash-out refi,2021-03-10,2028-10-03,167000.00,118181.62,5.4040,84,2392.19,DEFAULT,120,2026-07-12,PA,82637,692,C,10+ years,250k+,260000.00,SVC-03,SVC-03 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,5f4ce031846fb7cd130c291899a2b51662de68ee2cb2915a776517797c62c64a
LN-000258,B-00189,PERSONAL,Debt consolidation,2017-04-22,,486000.00,341568.32,3.8750,60,8923.04,CURRENT,0,2026-06-04,IL,68385,,B,1 year,100-150k,755000.00,SVC-03,SVC-03 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,FISERV,REJECTED,1,3d8c88a9d47ea1eb7aba0f8380f5bd8a7cf316741cfc355ad262bb4401441ce1
LN-000259,B-00397,ARM,Cash-out refi,2017-03-25,2047-03-25,329000.00,181528.70,4.1030,360,1590.30,CURRENT,0,2026-06-02,VA,20248,744,C+,1 year,50-75k,473000.00,SVC-03,SVC-03 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,c9b7badf68f0c9d4ecf1d1bf2c3a77026951ba04362189c597220f93d20a80da
LN-000260,B-00115,PERSONAL,Home improvement,2023-07-01,2053-07-01,423000.00,401228.10,5.1140,360,2300.32,CURRENT,0,2026-07-22,FL,02462,598,B-,5 years,100-150k,531000.00,SVC-05,SVC-05 Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,05eade3343e5b3b1c88b9226aaedba7cc8cb0bdd4c71e54eff5c53ecd8925ec1
LN-000261,B-00279,HELOC,Debt consolidation,2023-08-06,2033-08-06,322500.00,167292.75,5.2870,120,3466.03,CURRENT,0,2026-07-06,MO,88793,640,B-,5 years,50-75k,366000.00,SVC-02,SVC-02 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,4f10c4ab5999b55b293b10f3759754e0cf1f49b4ba5ec9e023228c2f1727691d
LN-000262,B-00427,ARM,Cash-out refi,2015-12-24,2025-12-24,172000.00,104770.02,7.3630,120,2029.39,CURRENT,0,2026-07-10,MO,57650,,C+,< 1 year,50-75k,219000.00,SVC-02,SVC-02 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,bf6e1d9ad8dc1c937479e72c194e119e07641b837f63664a0976e424c9e7668d
LN-000263,B-00414,PERSONAL,Refinance,2015-06-04,2025-04-06,737000.00,661447.54,3.7560,120,7376.60,CURRENT,0,2026-06-17,GA,44826,673,B,5 years,100-150k,892000.00,SVC-02,SVC-02 Servicing LLC,2026-07-14T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,53765e4584605dd9f364199451b85d7adc776db90c82a437915cf2fae475251a
LN-000265,B-00427,PERSONAL,Purchase,2020-04-05,2050-04-05,735500.00,523568.77,4.9800,360,3939.34,CURRENT,0,2026-06-28,OH,73699,594,B,5 years,75-100k,1069000.00,SVC-03,SVC-03 Servicing LLC,2026-07-09T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,46e12e32007c626ffce4286875f897d313f7224f71af993a87ba915c10df9661
LN-000266,B-00241,ARM,Purchase,2021-01-28,2041-01-28,221000.00,120569.16,6.0780,240,1593.27,CURRENT,0,2026-06-14,TX,86000,,B+,10+ years,<50k,280000.00,SVC-06,SVC-06 Servicing LLC,2026-07-24T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,8d68c7a69cc2b5da1e9c547db0f58f58d9497152bbcdd648d3c00dcc3d7aeb4e
LN-000267,B-00081,FIXED,Cash-out refi,2021-12-09,2031-12-09,598500.00,561651.46,4.3390,120,6156.41,CURRENT,0,2026-06-18,CA,19592,597,C,3 years,250k+,816000.00,SVC-04,SVC-04 Servicing LLC,2026-07-21T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,d2e279e0ef0b3b41686cf8e1f518eecfbd81efde9d8e973bbff8eeb656b9cebc
LN-000268,B-00074,PERSONAL,Home improvement,2024-02-21,2034-02-21,53500.00,42780.70,5.1080,120,570.28,,0,2026-06-17,CA,74274,608,A,3 years,50-75k,82000.00,SVC-02,SVC-02 Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,6589b8a1de16893f89f098c8e4b548a59367547534e9916bfd6dcc87d5bd0639
LN-000269,B-00137,AUTO,Purchase,2019-05-01,2029-05-01,309000.00,173220.78,3.8230,120,3102.55,CURRENT,0,2026-06-10,WA,96266,809,C,3 years,50-75k,450000.00,SVC-03,SVC-03 Servicing LLC,2026-07-24T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,946561910bd8d98bcd44754b52f465d8ff7101b4b92afb833aae95399d8c0298
LN-000270,B-00061,FIXED,Purchase,2015-03-25,2045-03-25,660500.00,368438.12,3.9470,360,3133.18,CURRENT,0,2026-06-09,TX,83905,,C,7 years,150-250k,734000.00,SVC-04,SVC-04 Servicing LLC,2026-07-09T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,05b884552358d8e6532bceeefff22cf02f7c839102f1ad5f70e5f3f6d42f5578
LN-000271,B-00145,FIXED,Home improvement,2018-04-11,2028-04-11,445000.00,278894.97,7.2440,120,5222.96,CURRENT,0,2026-06-09,WI,12533,707,A,5 years,50-75k,523000.00,SVC-02,SVC-02 Servicing LLC,2026-07-08T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,0d605f73b4391c23b71b1a7c4a3605ad5be8f7c4e9409d358ab2ad785b7e623b
LN-000272,B-00298,PERSONAL,Home improvement,2022-11-24,2052-11-24,407000.00,275357.94,6.8450,360,2665.55,CURRENT,0,2026-06-22,TX,52451,728,B,5 years,150-250k,587000.00,SVC-01,SVC-01 Servicing LLC,2026-07-25T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,0fda12a8633a928e0401691e1f449432c4cd3f469c18cc0a41ad1c9776c7449d
LN-000273,B-00299,HELOC,Refinance,2022-11-26,2052-11-26,681000.00,681000.00,7.6570,360,4835.08,DELINQUENT,60,2026-07-13,PA,84486,709,B+,1 year,250k+,909000.00,SVC-05,SVC-05 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,2,465c147d02f15cfe5bf06e01ab50366913a616e6dd1d73ff696de7e6a3edc788
LN-000274,B-00343,AUTO,Refinance,2023-10-24,2028-10-24,308000.00,163095.33,7.3630,60,6151.66,DELINQUENT,60,2026-07-17,,89693,,A,< 1 year,<50k,424000.00,SVC-04,SVC-04 Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,2,9be5fd453c3f71be726b5f24542fb8be56773537823bf9d2e93c890f468b2480
LN-000275,B-00033,PERSONAL,Refinance,2021-05-01,2051-05-01,427000.00,404194.83,5.5880,360,2448.09,CURRENT,0,2026-06-15,MI,93488,791,A-,3 years,<50k,613000.00,SVC-01,SVC-01 Servicing LLC,2026-07-13T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,cc3b5ccd2817d540f952b11d6b98321b2547c502422c0bae85e1c26b5dfa8af5
