Loan No,Borrower ID,Product,Purpose,Orig Dt,Mat Dt,Orig Bal ($),Curr Bal ,Int Rate,Term,P&I,Status,DPD,Last Paid,Prop St,Zip,FICO,Grade,Emp Length,Income Band,Col_17,Svcr,Servicer Name,As Of,Source System,Pool Cd,Notes
LN-000289,B-00056,Adjustable Rate,Refinance,09/23/2019,09/23/2029,"$764,000.00","$429,935.58",0.06742,120,8769.43,Paid Off,0,2026-07-14,NC,26950,635,B+,5 years,100-150k,1213000,SVC-02,SVC-02 Servicing LLC,2026-07-27,BLACKKNIGHT,P-2024-A,
LN-000290,B-00409,Adjustable Rate,Home improvement,02/23/2024,02/23/2039,"$92,500.00",70207.35,0.07205,180,842.05,Current,0,2026-06-22,IN,94695,,A,5 years,150-250k,119000,SVC-04,SVC-04 Servicing LLC,2026-07-18,SHAWBROOK,P-2024-B,modified 2023
LN-000291,B-00120,Fixed Rate,Cash-out refi,03/02/2018,02/03/2033,"$734,500.00",487473.28,0.05134,180,5859.78,Current,0,2026-07-07,FL,65771,761,B+,7 years,75-100k,1014000,SVC-04,SVC-04 Servicing LLC,2026-07-22,FISERV,P-2024-A,escrow waived
LN-000292,B-00229,Auto,Purchase,05/26/2017,05/26/2022,"$569,000.00",435559.45,0.05468,60,10860.16,Current,0,2026-05-26,OH,80306,765,A-,2 years,150-250k,834000,SVC-02,SVC-02 Servicing LLC,2026-07-07,SHAWBROOK,P-2024-B,refi
LN-000293,B-00015,Fixed,Refinance,11/09/2019,11/09/2026,"$771,000.00",348702.70,0.04253,84,10628.68,Current,60,2026-06-14,MD,45833,582,B,< 1 year,100-150k,1166000,SVC-06,SVC-06 Servicing LLC,2026-07-06,ENCOMPASS,P-2023-C,
LN-000294,B-00338,Fixed,Debt consolidation,12/28/2017,12/28/2022,"$156,000.00",127635.97,0.04043,60,2876.01,Current,0,2026-06-12,WI,8294,,A-,2 years,<50k,226000,SVC-01,SVC-01 Servicing LLC,2026-07-09,BLACKKNIGHT,P-2024-B,
LN-000295,B-00007,Fixed Rate,Cash-out refi,04/08/2018,04/08/2048,"$176,000.00",104608.12,0.08215,360,1317.90,Current,0,2026-07-03,MO,40023,590,B+,7 years,100-150k,207000,SVC-04,SVC-04 Servicing LLC,2026-07-19,LEGACY-AS400,P-2023-C,
LN-000296,B-00024,Fixed,Cash-out refi,31/09/2021,04/13/2053,"$511,000.00",470903.47,0.07785,360,3673.23,Current,0,2026-07-12,MI,20586,613,C,3 years,100-150k,730000,SVC-06,SVC-06 Servicing LLC,2026-07-18,BLACKKNIGHT,P-2023-C,escrow waived
LN-000297,B-00071,HELOC,Cash-out refi,03/03/2022,03/03/2052,"$525,500.00","$496,884.82",0.06063,360,3171.95,Current,0,2026-07-01,OH,75920,692,C,10+ years,100-150k,662000,SVC-06,SVC-06 Servicing LLC,2026-07-27,LEGACY-AS400,P-2024-B,
LN-000298,B-00271,Auto,Home improvement,01/01/2024,01/01/2054,"$570,000.00",497576.33,0.05855,360,3364.48,Current,0,2026-06-08,IN,32025,,B+,7 years,50-75k,906000,SVC-02,SVC-02 Servicing LLC,2026-07-06,ENCOMPASS,P-2024-A,escrow waived
LN-000299,B-00152,Fixed Rate,Refinance,12/06/2024,12/06/2039,"$423,500.00",224554.93,0.04109,180,3155.76,Current,0,2026-06-17,WI,40132,759,A-,2 years,<50k,593000,SVC-05,SVC-05 Servicing LLC,2026-07-19,ENCOMPASS,P-2024-B,escrow waived
LN-000300,B-00314,HELOC,Purchase,10/14/2017,10/14/2047,"$114,000.00",101081.61,0.04603,360,584.62,Current,0,2026-06-18,MA,27435,786,B+,10+ years,150-250k,129000,SVC-03,SVC-03 Servicing LLC,2026-07-07,SHAWBROOK,P-2023-C,
LN-000301,B-00217,HELOC,Debt consolidation,06/20/2019,06/20/2026,"$164,500.00",95719.11,0.05555,84,2368.17,Current,0,2026-07-12,NY,42235,703,A-,< 1 year,<50k,202000,SVC-03,SVC-03 Servicing LLC,2026-07-20,FISERV,P-2024-B,refi
LN-000302,B-00430,Adjustable Rate,Cash-out refi,03/18/2018,03/18/2023,"$493,000.00",403453.96,0.04773,60,9252.33,Current,0,2026-07-13,TX,57062,,B-,1 year,100-150k,618000,SVC-04,SVC-04 Servicing LLC,2026-07-20,FISERV,P-2023-C,see servicing file
LN-000303,B-00226,Fixed Rate,Refinance,01/08/2016,01/08/2046,"$623,000.00",522854.22,0.04117,360,3016.47,Current,0,2026-07-05,CA,16198,819,A,5 years,150-250k,988000,SVC-01,SVC-01 Servicing LLC,2026-07-08,FISERV,P-2023-C,
LN-000304,B-00064,HELOC,Home improvement,09/16/2022,09/16/2052,"$149,000.00",68969.80,0.08135,360,1107.36,Current,0,2026-07-07,TN,26549,613,B,2 years,<50k,189000,SVC-04,SVC-04 Servicing LLC,2026-07-22,LEGACY-AS400,P-2023-C,
LN-000305,B-00169,Auto,Refinance,17/12/2029,44912,"$216,000.00","$148,548.84",0.06822,84,3241.26,Current,0,2026-06-30,PA,76617,772,B,3 years,100-150k,248000,SVC-01,SVC-01 Servicing LLC,2026-07-07,LEGACY-AS400,P-2024-B,modified 2023
LN-000306,B-00101,Fixed,Refinance,08/28/2024,08/28/2054,"$49,500.00",41811.73,0.04873,360,285.92,Current,0,2026-06-04,GA,93264,,B-,3 years,150-250k,77000,SVC-01,SVC-01 Servicing LLC,2026-07-16,BLACKKNIGHT,P-2024-A,
LN-000307,B-00251,Fixed Rate,Debt consolidation,11/09/2021,11/09/2041,"$571,000.00",269620.01,0.06658,240,4310.50,Current,0,2026-07-23,Ontario,39079,673,C+,< 1 year,75-100k,714000,SVC-03,SVC-03 Servicing LLC,2026-07-26,FISERV,P-2023-C,
LN-000308,B-00096,Fixed Rate,Refinance,04/28/2015,04/28/2025,"$258,500.00",202389.60,0.05728,120,2834.70,Current,0,2026-06-14,TN,75010,620,B-,5 years,150-250k,411000,SVC-04,SVC-04 Servicing LLC,2026-07-21,SHAWBROOK,P-2024-B,escrow waived
LN-000309,B-00031,Fixed Rate,Cash-out refi,07/04/2017,07/04/2047,"$172,500.00",80447.20,0.06673,360,1110.02,Current,0,2026-07-22,WI,66012,616,B-,1 year,75-100k,252000,SVC-01,SVC-01 Servicing LLC,2026-07-23,FISERV,P-2023-C,escrow waived
LN-000310,B-00017,Fixed,Refinance,07/18/2024,07/18/2054,"$465,500.00",532963.25,0.06182,360,2845.61,Current,0,2026-06-26,VA,18055,,A-,1 year,150-250k,678000,SVC-04,SVC-04 Servicing LLC,2026-07-19,LEGACY-AS400,P-2024-B,escrow waived
LN-000311,B-00095,Adjustable Rate,Refinance,11/26/2019,11/26/2034,"$325,500.00",206121.80,0.06341,180,2807.08,Current,0,2026-06-18,GA,6742,702,A,5 years,75-100k,470000,, Servicing LLC,2026-07-31,SHAWBROOK,P-2024-B,see servicing file
LN-000312,B-00385,ARM,Home improvement,19/11/2020,11/19/2030,"$207,000.00",191813.83,0.08154,120,2528.36,Current,30,2026-07-01,CA,35305,806,B+,7 years,250k+,290000,SVC-02,SVC-02 Servicing LLC,2026-07-22,LEGACY-AS400,P-2024-B,see servicing file
LN-000313,B-00139,Fixed,Debt consolidation,10/11/2023,10/11/2038,"$661,000.00","$410,122.43",0.05260,180,5317.11,Current,0,2026-07-01,TX,94674,644,B+,2 years,75-100k,952000,SVC-05,SVC-05 Servicing LLC,2026-07-17,SHAWBROOK,P-2024-B,refi
LN-000314,B-00291,Fixed,Purchase,02/08/2024,02/08/2054,"$652,000.00",596597.95,0.04765,360,3407.04,Current,0,2026-06-28,NY,68798,45,C,3 years,<50k,911000,SVC-06,SVC-06 Servicing LLC,2026-07-17,FISERV,P-2023-C,
LN-000315,B-00297,Fixed Rate,Purchase,12/27/2021,12/27/2028,"$662,000.00",378855.72,0.06556,84,9848.28,Current,0,2026-07-06,WA,17271,612,B+,5 years,150-250k,871000,SVC-05,SVC-05 Servicing LLC,2026-07-19,SHAWBROOK,P-2024-A,
LN-000316,B-00361,Adjustable Rate,Cash-out refi,08/24/2021,08/24/2051,"$359,000.00",329072.91,0.07516,360,2514.11,Current,0,2026-06-19,NJ,33161,641,C+,1 year,50-75k,443000,SVC-02,SVC-02 Servicing LLC,2026-07-30,ENCOMPASS,P-2024-B,
LN-000317,B-00359,Adjustable Rate,Refinance,12/02/2019,12/02/2049,"$54,000.00",25056.70,0.04454,360,272.14,Current,0,2026-06-08,NC,02881,676,B+,10+ years,250k+,70000,SVC-05,SVC-05 Servicing LLC,2026-07-21,ENCOMPASS,P-2024-A,
LN-000318,B-00409,ARM,Debt consolidation,09/01/2019,09/01/2039,"$621,000.00",560618.21,0.05085,240,4127.54,Current,0,2026-06-18,MI,66908,,C,1 year,75-100k,745000,SVC-05,SVC-05 Servicing LLC,2026-07-09,LEGACY-AS400,P-2023-C,modified 2023
LN-000319,B-00324,Adjustable Rate,Refinance,05/06/2024,06/05/2054,"$378,000.00",315291.25,0.04314,360,1873.72,Current,0,2025-11-04,MA,83960,617,C+,3 years,250k+,455000,SVC-02,SVC-02 Servicing LLC,2025-12-02,ENCOMPASS,P-2024-A,escrow waived
LN-000320,B-00101,Personal,Debt consolidation,11/16/2024,11/16/2054,"$283,000.00",167353.42,6.214,360,1735.86,Current,0,2026-06-30,IN,27830,721,C+,2 years,50-75k,368000,SVC-04,SVC-04 Servicing LLC,2026-07-18,FISERV,P-2024-A,
LN-000321,B-00003,HELOC,Purchase,12/09/2017,12/09/2047,"$621,500.00","$559,904.82",0.05206,360,3415.03,Current,0,2026-05-31,WA,40614,677,B+,5 years,75-100k,798000,SVC-06,SVC-06 Servicing LLC,2026-07-14,BLACKKNIGHT,P-2024-A,escrow waived
LN-000322,B-00344,ARM,Refinance,03/25/2022,03/25/2027,"$533,000.00",275735.57,0.04313,60,9891.47,Current,0,2026-06-30,VA,33523,,A,5 years,75-100k,842000,SVC-01,SVC-01 Servicing LLC,2026-07-06,ENCOMPASS,P-2023-C,see servicing file
LN-000323,B-00380,Fixed,Home improvement,02/15/2021,02/15/2036,"$575,500.00",404636.82,0.05308,180,4643.89,Current,0,2026-06-05,FL,64674,666,B-,5 years,250k+,800000,SVC-01,SVC-01 Servicing LLC,2026-07-12,LEGACY-AS400,P-2023-C,
LN-000324,B-00181,ARM,Refinance,04/03/2024,04/03/2034,"$356,000.00",238777.65,0.08157,120,4348.85,Delinquent,45,2026-06-19,NC,24884,764,B,7 years,50-75k,536000,SVC-05,SVC-05 Servicing LLC,2026-07-28,FISERV,P-2023-C,
LN-000325,B-00227,ARM,Purchase,12/10/2018,12/10/2048,"$728,500.00",659012.35,0.05352,360,4068.95,Current,0,2026-07-12,IN,62188,819,C+,10+ years,250k+,1011000,SVC-05,SVC-05 Servicing LLC,2026-07-27,LEGACY-AS400,P-2024-B,escrow waived
LN-000326,B-00285,Auto,Home improvement,09/02/2019,02/09/2039,"$191,500.00",170534.05,0.05930,240,1364.24,Current,0,2026-06-09,NJ,9021X,,B-,3 years,100-150k,261000,SVC-03,SVC-03 Servicing LLC,2026-07-17,ENCOMPASS,P-2024-B,see servicing file
LN-000327,B-00088,Fixed Rate,Cash-out refi,11/01/2018,11/01/2048,"$327,000.00",270019.24,0.06188,360,2000.23,Current,0,2026-07-09,MA,83689,607,B-,3 years,250k+,475000,SVC-01,SVC-01 Servicing LLC,2026-07-26,ENCOMPASS,P-2024-A,see servicing file
LN-000328,B-00336,Adjustable Rate,Home improvement,06/28/2018,50584,"$552,500.00",406119.06,0.06962,240,4270.93,Current,0,2026-06-30,AZ,9392,687,C,1 year,150-250k,609000,SVC-01,SVC-01 Servicing LLC,2026-07-12,SHAWBROOK,P-2024-A,see servicing file
LN-000329,B-00439,Auto,Home improvement,07/13/2017,07/13/2032,"$129,500.00","$76,314.16",0.07926,180,1232.04,Current,0,2026-06-19,NJ,04042,598,C,2 years,100-150k,181000,SVC-03,SVC-03 Servicing LLC,2026-07-10,BLACKKNIGHT,P-2024-B,refi
LN-000330,B-00253,Adjustable Rate,Purchase,06/03/2018,06/03/2048,"$712,000.00",342146.66,0.07240,360,4852.27,Current,0,2026-06-20,PA,26529,,B+,5 years,75-100k,973000,SVC-03,SVC-03 Servicing LLC,2026-07-31,BLACKKNIGHT,P-2024-A,
LN-000331,B-00375,Fixed Rate,Refinance,10/08/2017,10/08/2037,"$789,500.00",627677.11,0.04413,240,4957.77,Current,75,2026-07-03,MO,28184,761,B+,< 1 year,100-150k,1178000,SVC-02,SVC-02 Servicing LLC,2026-07-15,LEGACY-AS400,P-2023-C,modified 2023
LN-000332,B-00206,Auto,Home improvement,03/13/2022,03/13/2032,"$80,500.00",pending,0.07250,120,1032.60,Default,90,2026-07-25,MO,93026,750,C+,1 year,250k+,110000,SVC-01,SVC-01 Servicing LLC,2026-07-25,FISERV,P-2024-A,modified 2023
LN-000333,B-00324,Fixed Rate,Debt consolidation,06/01/2021,06/01/2031,"$205,500.00",105581.94,0.04565,120,2136.21,Current,0,2026-07-13,WA,31074,589,A-,2 years,150-250k,244000,SVC-01,SVC-01 Servicing LLC,2026-07-22,ENCOMPASS,P-2024-B,refi
LN-000334,B-00190,HELOC,Home improvement,05/01/2016,05/01/2026,"$402,000.00",212188.08,0.04577,120,4181.20,Current,0,2026-06-19,NC,13211,,C,2 years,150-250k,547000,SVC-06,SVC-06 Servicing LLC,2026-07-27,BLACKKNIGHT,P-2024-A,escrow waived
LN-000335,B-00274,HELOC,Purchase,01/01/1900,04/13/2021,"$471,000.00",349859.79,0.04884,60,8863.34,Current,0,2026-06-20,CA,29775,611,B+,1 year,250k+,645000,SVC-06,SVC-06 Servicing LLC,2026-07-07,FISERV,P-2024-B,escrow waived
LN-000336,B-00358,Fixed,Purchase,12/12/2018,12/12/2048,"$747,000.00",432269.90,0.07938,600,5448.97,Current,0,2026-07-26,MO,32229,803,A,3 years,150-250k,844000,SVC-01,SVC-01 Servicing LLC,2026-07-28,SHAWBROOK,P-2024-B,escrow waived
LN-000337,B-00342,Auto,Purchase,31/02/2024,11/20/2048,"$408,500.00","$286,607.48",0.06447,360,2567.78,Current,0,2026-06-14,MD,60101,751,B+,3 years,75-100k,463000,SVC-05,SVC-05 Servicing LLC,2026-07-11,BLACKKNIGHT,P-2023-C,see servicing file
LN-000338,B-00162,Auto,Purchase,01/12/2022,01/12/2029,"$533,000.00",307923.25,0.06274,84,7856.56,Current,0,2026-06-28,IL,24079,,B-,< 1 year,150-250k,681000,SVC-01,SVC-01 Servicing LLC,2026-07-15,LEGACY-AS400,P-2024-B,modified 2023
LN-000339,B-00183,Auto,Debt consolidation,06/19/2016,06/19/2046,"$314,500.00",212385.51,0.05228,360,1732.40,Current,0,2026-07-02,IN,50949,808,A,5 years,75-100k,453000,SVC-03,SVC-03 Servicing LLC,2026-07-15,FISERV,P-2024-A,
LN-000340,B-00436,Fixed Rate,Debt consolidation,04/09/2019,04/09/2029,"$258,000.00",166565.11,0.04381,120,2659.10,Current,0,2026-06-25,Ontario,50761,711,C,7 years,50-75k,408000,SVC-04,SVC-04 Servicing LLC,2026-07-16,BLACKKNIGHT,P-2024-A,modified 2023
LN-000341,B-00090,Adjustable Rate,Home improvement,02/21/2018,02/21/2028,"$179,500.00",103761.66,0.03872,120,1806.45,Current,0,2026-07-22,MD,47814,732,A,10+ years,75-100k,200000,SVC-03,SVC-03 Servicing LLC,2026-07-28,FISERV,P-2023-C,modified 2023
LN-000342,B-00025,Personal,Purchase,02/07/2016,02/07/2046,"$145,000.00",96386.35,0.07882,360,1052.06,Paid Off,0,2026-07-04,GA,21783,,B,7 years,100-150k,191000,SVC-06,SVC-06 Servicing LLC,2026-07-12,ENCOMPASS,P-2023-C,modified 2023
LN-000343,B-00345,Fixed,Cash-out refi,03/01/2015,03/01/2020,"$630,000.00",509868.63,0.05337,60,11986.39,Current,0,2026-06-05,IN,14087,767,C+,7 years,<50k,834000,SVC-01,SVC-01 Servicing LLC,2026-07-17,BLACKKNIGHT,P-2024-B,
LN-000344,B-00028,Auto,Home improvement,10/17/2017,10/17/2037,"$114,000.00",89020.71,0.05433,240,779.88,Default,120,2026-07-06,NY,27920,772,C+,1 year,50-75k,170000,SVC-02,SVC-02 Servicing LLC,2026-07-19,LEGACY-AS400,P-2024-A,
LN-000345,B-00211,HELOC,Debt consolidation,05/20/2021,05/20/2051,"$304,500.00","$258,056.68",0.05342,360,1698.85,Current,0,2026-06-03,NJ,6400,730,C,7 years,100-150k,452000,SVC-01,SVC-01 Servicing LLC,2026-07-10,BLACKKNIGHT,P-2024-A,refi
LN-000346,B-00029,Fixed,Refinance,08/19/2015,08/19/2025,"$617,500.00",288287.85,0.04432,120,6379.45,Current,0,2026-06-02,TN,01926,,A-,10+ years,250k+,805000,SVC-01,SVC-01 Servicing LLC,2026-07-13,FISERV,P-2024-B,modified 2023
LN-000347,B-00172,Fixed Rate,Debt consolidation,09/13/2024,09/13/2054,"$826,500.00",932223.86,0.07971,360,6047.86,Current,0,2026-07-16,MA,87314,594,C,1 year,150-250k,987000,SVC-06,SVC-06 Servicing LLC,2026-07-30,FISERV,P-2024-A,
LN-000348,B-00084,HELOC,Refinance,07/04/2019,07/04/2034,"$537,500.00",257923.87,0.06582,180,4706.47,Current,0,2026-07-23,MA,06581,809,A,1 year,<50k,668000,SVC-05,SVC-05 Servicing LLC,2026-07-26,LEGACY-AS400,P-2024-A,modified 2023
LN-000349,B-00231,Fixed,Cash-out refi,01/09/2016,01/09/2046,"$404,500.00",191827.07,0.04440,360,2035.15,Current,0,2026-06-24,VA,08273,669,C+,5 years,250k+,633000,SVC-04,SVC-04 Servicing LLC,2026-07-28,LEGACY-AS400,P-2024-A,modified 2023
LN-000350,B-00097,Fixed,Refinance,01/24/2016,01/24/2036,"$650,000.00",296950.17,0.05428,240,4444.88,Current,15,2026-07-25,NY,15017,,B-,7 years,250k+,723000,SVC-06,SVC-06 Servicing LLC,2026-07-29,ENCOMPASS,P-2023-C,escrow waived
LN-000351,B-00013,Personal,Cash-out refi,10/10/2019,10/10/2049,"$348,500.00",312779.78,0.03768,360,1617.52,Current,0,2026-06-17,MO,75654,671,B+,7 years,50-75k,537000,SVC-03,SVC-03 Servicing LLC,2026-07-22,FISERV,P-2024-A,see servicing file
LN-000352,B-00039,Auto,Home improvement,08/17/2019,08/17/2049,"$294,000.00",183826.81,0.07823,360,2121.10,Current,0,2026-06-22,NY,28649,759,B,1 year,75-100k,328000,SVC-03,SVC-03 Servicing LLC,2026-07-22,LEGACY-AS400,P-2024-A,
LN-000353,B-00134,Personal,Refinance,04/19/2024,04/19/2029,"$396,500.00","$315,349.43",0.06962,60,7844.07,Current,0,2026-06-20,NC,80090,704,A-,7 years,100-150k,574000,SVC-05,SVC-05 Servicing LLC,2026-07-08,LEGACY-AS400,P-2024-B,see servicing file
LN-000354,B-00287,HELOC,Home improvement,07/14/2016,07/14/2021,"$619,000.00",506787.38,0.06774,60,12191.05,Current,0,2026-06-06,WA,40982,,B,7 years,<50k,689000,SVC-01,SVC-01 Servicing LLC,2026-07-06,FISERV,P-2023-C,refi
LN-000355,B-00197,Fixed Rate,Home improvement,06/26/2017,06/26/2024,"$200,000.00",141306.08,0.05701,84,2893.13,Current,0,2026-06-25,WA,67960,685,A-,5 years,<50k,237000,SVC-05,SVC-05 Servicing LLC,2026-07-11,BLACKKNIGHT,P-2024-A,
LN-000356,B-00116,HELOC,Purchase,04/14/2021,04/14/2051,"$197,500.00",108133.40,0.05126,360,1075.48,Current,0,2026-06-13,MI,14403,813,C,2 years,150-250k,247000,SVC-01,SVC-01 Servicing LLC,2026-07-11,SHAWBROOK,P-2024-B,
LN-000357,B-00410,HELOC,Cash-out refi,09/13/2022,09/13/2027,"$268,000.00",165995.48,0.07766,60,5404.11,Current,0,2026-06-22,PA,18779,749,C+,2 years,100-150k,417000,SVC-02,SVC-02 Servicing LLC,2026-07-22,ENCOMPASS,P-2024-B,
LN-000358,B-00406,ARM,Purchase,06/23/2018,06/23/2025,"$195,000.00",148566.27,0.04430,84,2938.32,Current,0,2025-11-25,PA,83413,,A-,2 years,75-100k,270000,SVC-02,SVC-02 Servicing LLC,2025-12-21,BLACKKNIGHT,P-2024-B,
LN-000359,B-00016,Personal,Cash-out refi,06/14/2023,06/14/2030,"$326,500.00",166870.51,0.05040,84,4620.86,Current,0,2026-06-12,FL,76460,683,B,7 years,50-75k,365000,SVC-05,SVC-05 Servicing LLC,2026-07-10,BLACKKNIGHT,P-2024-A,see servicing file
LN-000360,B-00009,Adjustable Rate,Cash-out refi,10/23/2019,10/23/2049,"$481,000.00",336604.00,0.06892,360,3165.29,Current,0,2026-07-08,MA,16847,699,B,7 years,<50k,666000,SVC-01,SVC-01 Servicing LLC,2026-07-21,ENCOMPASS,P-2023-C,
LN-000361,B-00269,Auto,Purchase,10/25/2022,10/25/2052,"$386,000.00","$340,453.66",0.05784,360,2260.94,Current,0,2026-07-02,IN,45575,780,A-,7 years,<50k,510000,SVC-05,SVC-05 Servicing LLC,2026-07-09,BLACKKNIGHT,P-2023-C,modified 2023
LN-000362,B-00142,Fixed Rate,Debt consolidation,02/15/2019,02/15/2049,"$490,000.00",322208.73,0.05178,360,2683.99,Default,90,2026-07-13,MA,61128,,C+,7 years,75-100k,719000,SVC-05,SVC-05 Servicing LLC,2026-07-16,FISERV,P-2024-A,
LN-000363,B-00462,HELOC,Home improvement,07/01/2021,07/01/2051,"$392,500.00",199970.08,0.04253,360,1931.55,Current,0,2026-06-02,MD,19002,780,B+,5 years,100-150k,543000,SVC-05,SVC-05 Servicing LLC,2026-07-10,LEGACY-AS400,P-2024-A,
LN-000364,B-00462,Personal,Home improvement,11/20/2021,11/20/2031,"$415,500.00",386524.23,0.08185,120,5081.87,Current,0,2026-06-26,NC,62869,725,C,2 years,50-75k,598000,SVC-06,SVC-06 Servicing LLC,2026-07-28,ENCOMPASS,P-2024-B,
LN-000365,B-00241,Fixed Rate,Purchase,10/24/2021,10/24/2031,"$214,000.00",136518.75,0.05843,120,2359.00,Current,0,2026-07-09,FL,77709,618,C,5 years,100-150k,294000,SVC-03,SVC-03 Servicing LLC,2026-07-23,LEGACY-AS400,P-2024-B,see servicing file
LN-000366,B-00343,Fixed,Cash-out refi,07/05/2022,07/05/2037,"$764,500.00",369370.74,0.06564,180,6686.54,Current,0,2026-06-27,WI,95154,,A-,3 years,<50k,1099000,SVC-06,SVC-06 Servicing LLC,2026-07-10,BLACKKNIGHT,P-2024-B,
LN-000367,B-00412,ARM,Cash-out refi,10/15/2023,10/15/2030,"$787,000.00",496871.91,0.07122,84,11924.93,Current,0,2026-07-10,CA,47611,793,A,5 years,250k+,913000,SVC-04,SVC-04 Servicing LLC,2026-07-26,BLACKKNIGHT,P-2024-A,
LN-000368,B-00355,Auto,Purchase,05/27/2024,05/27/2039,"$448,500.00",226415.93,0.05796,180,3735.45,Current,0,2026-07-27,PA,60972,726,B-,1 year,100-150k,587000,SVC-04,SVC-04 Servicing LLC,2026-07-29,FISERV,P-2024-A,
LN-000369,B-00096,Fixed,Cash-out refi,07/23/2017,07/23/2047,"$503,000.00","$344,231.58",0.06699,360,3245.41,Current,15,2026-06-10,NJ,52823,808,C,2 years,50-75k,760000,SVC-04,SVC-04 Servicing LLC,2026-07-07,LEGACY-AS400,P-2024-B,escrow waived
LN-000370,B-00115,Adjustable Rate,Cash-out refi,03/26/2019,03/26/2024,"$179,000.00",130081.69,0.05523,60,3421.01,Current,0,2026-06-12,TN,49051,,B,3 years,75-100k,282000,SVC-04,SVC-04 Servicing LLC,2026-07-17,BLACKKNIGHT,P-2023-C,
LN-000371,B-00339,Personal,Cash-out refi,09/08/2020,09/08/2050,"$732,000.00",538151.78,0.07505,360,5120.76,Current,0,2026-05-28,FL,32611,661,A,10+ years,150-250k,1070000,SVC-05,SVC-05 Servicing LLC,2026-07-07,SHAWBROOK,P-2023-C,
LN-000372,B-00368,Fixed Rate,Debt consolidation,01/10/2015,01/10/2045,"$150,500.00",104386.60,0.04433,360,756.58,Current,0,2026-06-16,OH,31890,676,A,10+ years,<50k,195000,SVC-01,SVC-01 Servicing LLC,2026-07-14,BLACKKNIGHT,P-2024-A,
LN-000373,B-00277,ARM,Debt consolidation,01/19/2022,01/19/2037,"$180,500.00",99393.16,0.06410,180,1563.43,Current,0,2026-05-31,N/A,37436,646,B,5 years,150-250k,251000,SVC-02,SVC-02 Servicing LLC,2026-07-07,BLACKKNIGHT,P-2024-A,
LN-000374,B-00306,Fixed Rate,Refinance,12/13/2020,12/13/2025,"$608,500.00",432475.10,0.06188,60,11817.28,Current,0,2026-06-16,PA,42999,,B+,3 years,75-100k,868000,SVC-04,SVC-04 Servicing LLC,2026-07-09,FISERV,P-2024-B,modified 2023
LN-000375,B-00090,Fixed Rate,Home improvement,07/09/2017,07/09/2037,"$592,500.00",435849.16,0.05121,240,3949.95,Current,0,2026-07-01,MD,60084,805,B,7 years,<50k,758000,SVC-02,SVC-02 Servicing LLC,2026-07-19,BLACKKNIGHT,P-2023-C,
LN-000376,B-00153,Personal,Debt consolidation,08/11/2020,08/11/2050,"$81,000.00",71294.64,0.04227,360,397.38,Current,0,2026-07-20,FL,86014,816,A,7 years,50-75k,94000,SVC-06,SVC-06 Servicing LLC,2026-07-20,ENCOMPASS,P-2023-C,
,B-00283,Fixed,Refinance,03/25/2019,03/25/2039,"$243,500.00","$135,762.52",0.04801,240,1580.34,Current,0,2026-07-08,NY,11927,751,B,2 years,250k+,292000,SVC-04,SVC-04 Servicing LLC,2026-07-10,BLACKKNIGHT,P-2024-A,
LN-000378,B-00220,Auto,Debt consolidation,31/02/2024,02/02/2051,"$744,000.00",360526.87,0.07196,360,5048.17,Current,0,2026-05-29,MD,39417,,C,5 years,250k+,1065000,SVC-06,SVC-06 Servicing LLC,2026-07-10,SHAWBROOK,P-2024-A,
LN-000379,B-00376,HELOC,Home improvement,04/23/2024,04-2049,"$730,500.00",572099.78,0.05207,360,4014.41,Current,0,2026-06-14,NC,81058,755,B-,5 years,75-100k,988000,SVC-02,SVC-02 Servicing LLC,2026-07-21,FISERV,P-2023-C,
LN-000380,B-00141,Fixed,Home improvement,11/07/2021,11/07/2026,"$752,500.00",609946.85,0.04490,60,14025.45,Current,0,2026-06-07,NC,01876,705,B,< 1 year,100-150k,994000,SVC-03,SVC-03 Servicing LLC,2026-07-16,BLACKKNIGHT,P-2023-C,see servicing file
LN-000381,B-00315,Auto,Refinance,03/14/2019,03/14/2049,"$287,500.00",232009.94,0.06832,360,1880.42,Current,0,2026-07-08,WA,06784,740,A,10+ years,75-100k,321000,SVC-05,SVC-05 Servicing LLC,2026-07-12,LEGACY-AS400,P-2023-C,refi
LN-000382,B-00354,Auto,Refinance,11/06/2017,11/06/2047,"$247,500.00",192465.17,0.08080,360,1829.89,Current,0,2026-06-03,IN,04097,,C+,7 years,150-250k,392000,SVC-02,SVC-02 Servicing LLC,2026-07-06,SHAWBROOK,P-2023-C,escrow waived
LN-000383,B-00252,Personal,Debt consolidation,02/06/2020,02/06/2050,"$521,000.00",422971.68,0.07140,360,3515.35,Current,0,2026-06-22,MO,01604,706,C+,< 1 year,100-150k,593000,SVC-01,SVC-01 Servicing LLC,2026-07-29,LEGACY-AS400,P-2024-B,refi
LN-000384,B-00467,Fixed Rate,Cash-out refi,05/01/2021,05/01/2051,"$448,000.00",521793.80,0.06683,360,3132.48,Current,0,2026-06-21,MO,85471,700,B-,< 1 year,75-100k,581000,SVC-05,SVC-05 Servicing LLC,2026-07-13,LEGACY-AS400,P-2024-A,
